"X","Y","DateTime"
"1032.3","578.6","235711818122"
"1030.5","569.4","235711826551"
"1024.6","558.9","235711834896"
"1017.5","545.3","235711843230"
"1015.2","542.3","235711851433"
"1023.8","546.0","235711859674"
"1028.8","549.2","235711868211"
"1032.6","553.5","235711876373"
"1034.8","559.1","235711884665"
"1021.9","556.4","235711893090"
"1019.4","557.0","235711901422"
"1020.8","556.2","235711909743"
"1042.0","560.6","235711918092"
"1046.1","567.5","235711926513"
"1021.0","568.7","235711934701"
"1020.0","561.2","235711943254"
"1014.1","546.3","235711951508"
"1021.8","545.3","235711959833"
"1020.5","548.6","235711968146"
"1019.0","550.7","235711976501"
"1009.0","549.3","235711984776"
"1022.0","540.7","235711993228"
"1010.1","562.7","235712001423"
"1018.6","557.1","235712009798"
"1018.6","557.1","235712018176"
"1025.0","555.3","235712026427"
"1032.8","554.9","235712034858"
"1035.8","562.8","235712043105"
"1038.3","566.4","235712051352"
"1034.2","560.5","235712059806"
"1018.1","563.0","235712068142"
"1017.6","558.9","235712076410"
"1014.8","569.2","235712084695"
"1025.2","566.5","235712093246"
"1026.5","573.0","235712101505"
"1021.2","572.5","235712109812"
"1027.2","573.3","235712118130"
"1014.9","571.9","235712126510"
"1016.5","576.3","235712134819"
"1024.5","569.4","235712143184"
"1020.4","578.4","235712151445"
"1025.7","583.0","235712159766"
"1026.4","586.4","235712168106"
"1022.3","574.6","235712176410"
"1016.1","575.0","235712184784"
"1011.1","576.7","235712193182"
"1013.4","582.4","235712201422"
"1013.2","569.2","235712209753"
"1018.3","572.0","235712218206"
"1011.4","563.1","235712226475"
"1008.4","567.5","235712234754"
"1013.7","564.3","235712243124"
"1015.8","563.9","235712251445"
"1009.2","556.6","235712259804"
"1008.2","562.5","235712268037"
"1008.8","561.0","235712276400"
"992.0","563.6","235712284761"
"972.0","564.7","235712293112"
"925.7","542.5","235712301446"
"915.1","544.1","235712309743"
"925.5","533.5","235712318056"
"928.7","530.2","235712326512"
"935.9","538.7","235712334764"
"938.8","546.0","235712343116"
"932.4","548.1","235712351412"
"924.8","547.6","235712359811"
"918.3","556.6","235712368076"
"921.0","559.1","235712376502"
"928.0","558.0","235712384781"
"924.0","554.5","235712393107"
"922.2","550.2","235712401429"
"923.0","563.8","235712409805"
"927.8","540.2","235712418080"
"933.3","549.8","235712426459"
"925.1","565.3","235712434606"
"925.2","565.6","235712443123"
"934.7","529.4","235712451457"
"931.2","532.5","235712459742"
"927.0","545.4","235712468057"
"927.1","553.9","235712476385"
"931.3","553.8","235712484712"
"933.7","566.5","235712493084"
"936.9","568.3","235712501326"
"942.9","563.3","235712509757"
"936.8","561.0","235712518025"
"996.3","560.9","235712526412"
"986.2","578.2","235712534727"
"985.5","578.1","235712543073"
"983.4","571.3","235712551344"
"1003.1","522.4","235712559691"
"999.3","540.3","235712568045"
"999.0","535.4","235712576333"
"1006.0","566.5","235712584713"
"998.7","546.6","235712593016"
"997.8","571.9","235712601376"
"1002.1","569.5","235712609709"
"1006.3","578.1","235712618010"
"1002.3","575.8","235712626374"
"995.4","568.8","235712634680"
"997.9","573.3","235712642998"
"999.0","574.2","235712651411"
"1000.8","574.7","235712659708"
"998.9","562.6","235712668011"
"1000.8","559.7","235712676318"
"998.5","574.8","235712692971"
"998.4","582.3","235712701312"
"994.3","575.4","235712709719"
"1000.9","567.2","235712718066"
"985.2","560.5","235712726306"
"1011.1","570.6","235712734772"
"1014.8","565.4","235712743023"
"1013.8","558.2","235712751291"
"1005.4","553.5","235712759646"
"1002.4","564.5","235712768087"
"1012.3","572.9","235712776311"
"1012.9","560.6","235712784697"
"1013.3","548.0","235712793022"
"1006.8","543.6","235712801285"
